Время (с),A0 (В),A1 (В)
5.56302547454834,2.412,2.1101938218407454
5.574841022491455,2.529,2.120773145240781
5.583404064178467,2.549,2.711138512255066
5.595925807952881,2.686,2.808703104670483
5.603991270065308,2.667,3.106195468598932
5.616405487060547,2.647,2.422090044656003
5.624572038650513,2.588,2.914840938567004
5.636089324951172,2.588,2.7139463457007187
5.644599199295044,2.569,2.116152431154805
5.6529645919799805,2.549,2.9807296431250947
5.665472745895386,2.549,2.7651962635742056
5.672983646392822,2.49,2.534511280995118
5.686003923416138,2.412,2.3903588983700934
5.693515062332153,2.333,2.0274003078980263
5.706026792526245,2.333,2.063554609439514
5.714535474777222,2.392,2.823916645628289
5.723040342330933,2.392,2.805000285866337
5.734557390213013,2.412,2.431402751078904
5.7435572147369385,2.451,2.3009983709941606
5.755357265472412,2.412,2.031199772696436
5.76336407661438,2.471,2.1166662894537804
5.776382446289063,2.431,2.1859581089440825
5.783958673477173,2.392,2.154357125452605
5.79647159576416,2.431,2.872205446903738
5.803983449935913,2.51,2.6431412622762087
5.812251329421997,2.49,2.6344575293338357
5.824872970581055,2.412,1.9617185614761528
5.833019971847534,2.392,2.412355142537305
5.84552788734436,2.49,2.951666805688581
5.854037523269653,2.451,2.5522639484598497
5.865571022033691,2.451,2.1211997973451764
5.874640703201294,2.392,2.145035847331099
5.88637638092041,2.451,2.76930452517032
5.89488673210144,2.431,2.69389569425582
5.902884244918823,2.412,2.4562571644870763
5.9149603843688965,2.412,2.1595700089893133
5.922966480255127,2.569,2.609781645826091
5.935442209243774,2.647,2.5619881408128156
5.943612575531006,2.765,2.670744956035299
5.956123352050781,2.627,2.143536238186556
5.964634895324707,2.627,2.8547746136065504
5.977000951766968,2.51,2.140117801715267
5.984342575073242,2.686,3.0289710688878113
5.996849536895752,2.686,2.423750449110609
6.005359172821045,2.784,2.351812532710923
6.017868280410767,2.647,2.5287415459150786
6.025970935821533,2.706,3.2070518224638622
6.033480882644653,2.51,2.157111733876685
6.045993804931641,2.569,2.903076450621265
6.053992748260498,2.451,2.1536882363388026
6.066940307617188,2.549,2.1947846802366904
6.075055360794067,2.353,2.004006394949788
6.087340354919434,2.412,1.945276964292553
6.095344543457031,2.294,2.5965396309738598
6.108121156692505,2.392,2.314551248349585
6.116183757781982,2.294,2.38195912820912
6.128197908401489,2.49,2.823119076223426
6.136202335357666,2.353,2.2443797136063166
6.148230314254761,2.431,2.4725919764543556
6.156821012496948,2.353,1.961133630745834
6.1653337478637695,2.608,2.8166633770963156
6.177773714065552,2.451,2.6598272410645376
6.185287714004517,2.451,2.7721243245786926
6.197768926620483,2.235,2.2572358998388298
6.206276655197144,2.314,1.967779519060824
6.218788146972656,2.333,2.3476551089821456
6.226298093795776,2.549,2.6496275088246803
6.234296798706055,2.353,1.92659946872666
6.247101068496704,2.569,2.1321034827104066
